nutrient,gender,age_start_months,age_end_months,amount,unit,source_type,source_name,source_url,notes
Water,Pregnant,228,360,397.62,g,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Water,Lactating,228,360,397.62,g,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Water,Male,372,600,508.07,g,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Water,Female,372,600,397.62,g,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Water,Pregnant,372,600,397.62,g,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Water,Lactating,372,600,397.62,g,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Water,Male,612,840,457.26,g,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Water,Female,612,840,357.86,g,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Water,Male,840,,431.86,g,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Water,Female,840,,337.98,g,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Docosahexaenoic Acid (DHA),Female,0,6,75,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid critical for brain and eye development. Important during pregnancy and lactation
Docosahexaenoic Acid (DHA),Male,0,6,75,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid critical for brain and eye development. Important during pregnancy and lactation
Docosahexaenoic Acid (DHA),Female,7,12,100,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid critical for brain and eye development. Important during pregnancy and lactation
Docosahexaenoic Acid (DHA),Male,7,12,100,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid critical for brain and eye development. Important during pregnancy and lactation
Docosahexaenoic Acid (DHA),Female,12,36,125,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid critical for brain and eye development. Important during pregnancy and lactation
Docosahexaenoic Acid (DHA),Male,12,36,125,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid critical for brain and eye development. Important during pregnancy and lactation
Docosahexaenoic Acid (DHA),Female,48,96,150,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid critical for brain and eye development. Important during pregnancy and lactation
Docosahexaenoic Acid (DHA),Male,48,96,150,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid critical for brain and eye development. Important during pregnancy and lactation
Docosahexaenoic Acid (DHA),Female,108,156,200,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid critical for brain and eye development. Important during pregnancy and lactation
Docosahexaenoic Acid (DHA),Male,108,156,200,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid critical for brain and eye development. Important during pregnancy and lactation
Docosahexaenoic Acid (DHA),Female,168,216,250,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid critical for brain and eye development. Important during pregnancy and lactation
Docosahexaenoic Acid (DHA),Lactating,168,216,300,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid critical for brain and eye development. Important during pregnancy and lactation
Docosahexaenoic Acid (DHA),Male,168,216,250,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid critical for brain and eye development. Important during pregnancy and lactation
Docosahexaenoic Acid (DHA),Pregnant,168,216,300,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid critical for brain and eye development. Important during pregnancy and lactation
Docosahexaenoic Acid (DHA),Female,228,360,250,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid critical for brain and eye development. Important during pregnancy and lactation
Docosahexaenoic Acid (DHA),Lactating,228,360,300,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid critical for brain and eye development. Important during pregnancy and lactation
Docosahexaenoic Acid (DHA),Male,228,360,250,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid critical for brain and eye development. Important during pregnancy and lactation
Docosahexaenoic Acid (DHA),Pregnant,228,360,300,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid critical for brain and eye development. Important during pregnancy and lactation
Docosahexaenoic Acid (DHA),Female,372,600,250,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid critical for brain and eye development. Important during pregnancy and lactation
Docosahexaenoic Acid (DHA),Lactating,372,600,300,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid critical for brain and eye development. Important during pregnancy and lactation
Docosahexaenoic Acid (DHA),Male,372,600,250,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid critical for brain and eye development. Important during pregnancy and lactation
Docosahexaenoic Acid (DHA),Pregnant,372,600,300,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid critical for brain and eye development. Important during pregnancy and lactation
Docosahexaenoic Acid (DHA),Female,612,840,237,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid critical for brain and eye development. Important during pregnancy and lactation
Docosahexaenoic Acid (DHA),Male,612,840,237,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid critical for brain and eye development. Important during pregnancy and lactation
Docosahexaenoic Acid (DHA),Female,840,,225,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid critical for brain and eye development. Important during pregnancy and lactation
Docosahexaenoic Acid (DHA),Male,840,,225,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid critical for brain and eye development. Important during pregnancy and lactation
Eicosapentaenoic Acid (EPA),Female,0,6,75,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid with anti-inflammatory properties. Important for cardiovascular health
Eicosapentaenoic Acid (EPA),Male,0,6,75,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid with anti-inflammatory properties. Important for cardiovascular health
Eicosapentaenoic Acid (EPA),Female,7,12,100,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid with anti-inflammatory properties. Important for cardiovascular health
Eicosapentaenoic Acid (EPA),Male,7,12,100,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid with anti-inflammatory properties. Important for cardiovascular health
Eicosapentaenoic Acid (EPA),Female,12,36,125,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid with anti-inflammatory properties. Important for cardiovascular health
Eicosapentaenoic Acid (EPA),Male,12,36,125,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid with anti-inflammatory properties. Important for cardiovascular health
Eicosapentaenoic Acid (EPA),Female,48,96,150,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid with anti-inflammatory properties. Important for cardiovascular health
Eicosapentaenoic Acid (EPA),Male,48,96,150,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid with anti-inflammatory properties. Important for cardiovascular health
Eicosapentaenoic Acid (EPA),Female,108,156,200,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid with anti-inflammatory properties. Important for cardiovascular health
Eicosapentaenoic Acid (EPA),Male,108,156,200,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid with anti-inflammatory properties. Important for cardiovascular health
Eicosapentaenoic Acid (EPA),Female,168,216,250,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid with anti-inflammatory properties. Important for cardiovascular health
Eicosapentaenoic Acid (EPA),Lactating,168,216,250,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid with anti-inflammatory properties. Important for cardiovascular health
Eicosapentaenoic Acid (EPA),Male,168,216,250,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid with anti-inflammatory properties. Important for cardiovascular health
Eicosapentaenoic Acid (EPA),Pregnant,168,216,250,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid with anti-inflammatory properties. Important for cardiovascular health
Eicosapentaenoic Acid (EPA),Female,228,360,250,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid with anti-inflammatory properties. Important for cardiovascular health
Eicosapentaenoic Acid (EPA),Lactating,228,360,250,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid with anti-inflammatory properties. Important for cardiovascular health
Eicosapentaenoic Acid (EPA),Male,228,360,250,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid with anti-inflammatory properties. Important for cardiovascular health
Eicosapentaenoic Acid (EPA),Pregnant,228,360,250,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid with anti-inflammatory properties. Important for cardiovascular health
Eicosapentaenoic Acid (EPA),Female,372,600,250,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid with anti-inflammatory properties. Important for cardiovascular health
Eicosapentaenoic Acid (EPA),Lactating,372,600,250,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid with anti-inflammatory properties. Important for cardiovascular health
Eicosapentaenoic Acid (EPA),Male,372,600,250,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid with anti-inflammatory properties. Important for cardiovascular health
Eicosapentaenoic Acid (EPA),Pregnant,372,600,250,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid with anti-inflammatory properties. Important for cardiovascular health
Eicosapentaenoic Acid (EPA),Female,612,840,237,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid with anti-inflammatory properties. Important for cardiovascular health
Eicosapentaenoic Acid (EPA),Male,612,840,237,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid with anti-inflammatory properties. Important for cardiovascular health
Eicosapentaenoic Acid (EPA),Female,840,,225,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid with anti-inflammatory properties. Important for cardiovascular health
Eicosapentaenoic Acid (EPA),Male,840,,225,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid with anti-inflammatory properties. Important for cardiovascular health
Taurine,Female,0,6,300,mg,Research-based,Cardiovascular Research,https://doi.org/10.1161/01.RES.0000173896.47203.7F,"Conditionally essential during cardiovascular disease, diabetes, pregnancy, infancy, retinal disorders, and exercise stress. Optimal: 500-2000mg/day for cardiovascular health, clinical: up to 6000mg/day"
Taurine,Male,0,6,300,mg,Research-based,Cardiovascular Research,https://doi.org/10.1161/01.RES.0000173896.47203.7F,"Conditionally essential during cardiovascular disease, diabetes, pregnancy, infancy, retinal disorders, and exercise stress. Optimal: 500-2000mg/day for cardiovascular health, clinical: up to 6000mg/day"
Taurine,Female,7,12,400,mg,Research-based,Cardiovascular Research,https://doi.org/10.1161/01.RES.0000173896.47203.7F,"Conditionally essential during cardiovascular disease, diabetes, pregnancy, infancy, retinal disorders, and exercise stress. Optimal: 500-2000mg/day for cardiovascular health, clinical: up to 6000mg/day"
Taurine,Male,7,12,400,mg,Research-based,Cardiovascular Research,https://doi.org/10.1161/01.RES.0000173896.47203.7F,"Conditionally essential during cardiovascular disease, diabetes, pregnancy, infancy, retinal disorders, and exercise stress. Optimal: 500-2000mg/day for cardiovascular health, clinical: up to 6000mg/day"
Taurine,Female,12,36,500,mg,Research-based,Cardiovascular Research,https://doi.org/10.1161/01.RES.0000173896.47203.7F,"Conditionally essential during cardiovascular disease, diabetes, pregnancy, infancy, retinal disorders, and exercise stress. Optimal: 500-2000mg/day for cardiovascular health, clinical: up to 6000mg/day"
Taurine,Male,12,36,500,mg,Research-based,Cardiovascular Research,https://doi.org/10.1161/01.RES.0000173896.47203.7F,"Conditionally essential during cardiovascular disease, diabetes, pregnancy, infancy, retinal disorders, and exercise stress. Optimal: 500-2000mg/day for cardiovascular health, clinical: up to 6000mg/day"
Taurine,Female,48,96,600,mg,Research-based,Cardiovascular Research,https://doi.org/10.1161/01.RES.0000173896.47203.7F,"Conditionally essential during cardiovascular disease, diabetes, pregnancy, infancy, retinal disorders, and exercise stress. Optimal: 500-2000mg/day for cardiovascular health, clinical: up to 6000mg/day"
Taurine,Male,48,96,600,mg,Research-based,Cardiovascular Research,https://doi.org/10.1161/01.RES.0000173896.47203.7F,"Conditionally essential during cardiovascular disease, diabetes, pregnancy, infancy, retinal disorders, and exercise stress. Optimal: 500-2000mg/day for cardiovascular health, clinical: up to 6000mg/day"
Taurine,Female,108,156,800,mg,Research-based,Cardiovascular Research,https://doi.org/10.1161/01.RES.0000173896.47203.7F,"Conditionally essential during cardiovascular disease, diabetes, pregnancy, infancy, retinal disorders, and exercise stress. Optimal: 500-2000mg/day for cardiovascular health, clinical: up to 6000mg/day"
Taurine,Male,108,156,800,mg,Research-based,Cardiovascular Research,https://doi.org/10.1161/01.RES.0000173896.47203.7F,"Conditionally essential during cardiovascular disease, diabetes, pregnancy, infancy, retinal disorders, and exercise stress. Optimal: 500-2000mg/day for cardiovascular health, clinical: up to 6000mg/day"
Taurine,Female,168,216,1000,mg,Research-based,Cardiovascular Research,https://doi.org/10.1161/01.RES.0000173896.47203.7F,"Conditionally essential during cardiovascular disease, diabetes, pregnancy, infancy, retinal disorders, and exercise stress. Optimal: 500-2000mg/day for cardiovascular health, clinical: up to 6000mg/day"
Taurine,Lactating,168,216,1200,mg,Research-based,Cardiovascular Research,https://doi.org/10.1161/01.RES.0000173896.47203.7F,"Conditionally essential during cardiovascular disease, diabetes, pregnancy, infancy, retinal disorders, and exercise stress. Optimal: 500-2000mg/day for cardiovascular health, clinical: up to 6000mg/day"
Taurine,Male,168,216,1000,mg,Research-based,Cardiovascular Research,https://doi.org/10.1161/01.RES.0000173896.47203.7F,"Conditionally essential during cardiovascular disease, diabetes, pregnancy, infancy, retinal disorders, and exercise stress. Optimal: 500-2000mg/day for cardiovascular health, clinical: up to 6000mg/day"
Taurine,Pregnant,168,216,1200,mg,Research-based,Cardiovascular Research,https://doi.org/10.1161/01.RES.0000173896.47203.7F,"Conditionally essential during cardiovascular disease, diabetes, pregnancy, infancy, retinal disorders, and exercise stress. Optimal: 500-2000mg/day for cardiovascular health, clinical: up to 6000mg/day"
Taurine,Female,228,360,1000,mg,Research-based,Cardiovascular Research,https://doi.org/10.1161/01.RES.0000173896.47203.7F,"Conditionally essential during cardiovascular disease, diabetes, pregnancy, infancy, retinal disorders, and exercise stress. Optimal: 500-2000mg/day for cardiovascular health, clinical: up to 6000mg/day"
Taurine,Lactating,228,360,1200,mg,Research-based,Cardiovascular Research,https://doi.org/10.1161/01.RES.0000173896.47203.7F,"Conditionally essential during cardiovascular disease, diabetes, pregnancy, infancy, retinal disorders, and exercise stress. Optimal: 500-2000mg/day for cardiovascular health, clinical: up to 6000mg/day"
Taurine,Male,228,360,1000,mg,Research-based,Cardiovascular Research,https://doi.org/10.1161/01.RES.0000173896.47203.7F,"Conditionally essential during cardiovascular disease, diabetes, pregnancy, infancy, retinal disorders, and exercise stress. Optimal: 500-2000mg/day for cardiovascular health, clinical: up to 6000mg/day"
Taurine,Pregnant,228,360,1200,mg,Research-based,Cardiovascular Research,https://doi.org/10.1161/01.RES.0000173896.47203.7F,"Conditionally essential during cardiovascular disease, diabetes, pregnancy, infancy, retinal disorders, and exercise stress. Optimal: 500-2000mg/day for cardiovascular health, clinical: up to 6000mg/day"
Taurine,Female,372,600,1000,mg,Research-based,Cardiovascular Research,https://doi.org/10.1161/01.RES.0000173896.47203.7F,"Conditionally essential during cardiovascular disease, diabetes, pregnancy, infancy, retinal disorders, and exercise stress. Optimal: 500-2000mg/day for cardiovascular health, clinical: up to 6000mg/day"
Taurine,Lactating,372,600,1200,mg,Research-based,Cardiovascular Research,https://doi.org/10.1161/01.RES.0000173896.47203.7F,"Conditionally essential during cardiovascular disease, diabetes, pregnancy, infancy, retinal disorders, and exercise stress. Optimal: 500-2000mg/day for cardiovascular health, clinical: up to 6000mg/day"
Taurine,Male,372,600,1000,mg,Research-based,Cardiovascular Research,https://doi.org/10.1161/01.RES.0000173896.47203.7F,"Conditionally essential during cardiovascular disease, diabetes, pregnancy, infancy, retinal disorders, and exercise stress. Optimal: 500-2000mg/day for cardiovascular health, clinical: up to 6000mg/day"
Taurine,Pregnant,372,600,1200,mg,Research-based,Cardiovascular Research,https://doi.org/10.1161/01.RES.0000173896.47203.7F,"Conditionally essential during cardiovascular disease, diabetes, pregnancy, infancy, retinal disorders, and exercise stress. Optimal: 500-2000mg/day for cardiovascular health, clinical: up to 6000mg/day"
Taurine,Female,612,840,950,mg,Research-based,Cardiovascular Research,https://doi.org/10.1161/01.RES.0000173896.47203.7F,"Conditionally essential during cardiovascular disease, diabetes, pregnancy, infancy, retinal disorders, and exercise stress. Optimal: 500-2000mg/day for cardiovascular health, clinical: up to 6000mg/day"
Taurine,Male,612,840,950,mg,Research-based,Cardiovascular Research,https://doi.org/10.1161/01.RES.0000173896.47203.7F,"Conditionally essential during cardiovascular disease, diabetes, pregnancy, infancy, retinal disorders, and exercise stress. Optimal: 500-2000mg/day for cardiovascular health, clinical: up to 6000mg/day"
Taurine,Female,840,,900,mg,Research-based,Cardiovascular Research,https://doi.org/10.1161/01.RES.0000173896.47203.7F,"Conditionally essential during cardiovascular disease, diabetes, pregnancy, infancy, retinal disorders, and exercise stress. Optimal: 500-2000mg/day for cardiovascular health, clinical: up to 6000mg/day"
Taurine,Male,840,,900,mg,Research-based,Cardiovascular Research,https://doi.org/10.1161/01.RES.0000173896.47203.7F,"Conditionally essential during cardiovascular disease, diabetes, pregnancy, infancy, retinal disorders, and exercise stress. Optimal: 500-2000mg/day for cardiovascular health, clinical: up to 6000mg/day"
Algal Oil,Male,228,,1000,mg,Enhanced,"Amateur calculation by Cognisa Ltd, for research purposes only",,Omega-3 source
Algal Oil,Female,228,,1000,mg,Enhanced,"Amateur calculation by Cognisa Ltd, for research purposes only",,Omega-3 source
Algal Oil,Pregnant,228,,1000,mg,Enhanced,"Amateur calculation by Cognisa Ltd, for research purposes only",,Omega-3 source
Algal Oil,Lactating,228,,1000,mg,Enhanced,"Amateur calculation by Cognisa Ltd, for research purposes only",,Omega-3 source
Alpha-Lipoic Acid,Male,228,,300,mg,Enhanced,"Amateur calculation by Cognisa Ltd, for research purposes only",,Antioxidant studies
Alpha-Lipoic Acid,Female,228,,300,mg,Enhanced,"Amateur calculation by Cognisa Ltd, for research purposes only",,Antioxidant studies
Alpha-Lipoic Acid,Pregnant,228,,300,mg,Enhanced,"Amateur calculation by Cognisa Ltd, for research purposes only",,Antioxidant studies
Alpha-Lipoic Acid,Lactating,228,,300,mg,Enhanced,"Amateur calculation by Cognisa Ltd, for research purposes only",,Antioxidant studies
Anthocyanins,Male,228,,160,mg,Enhanced,"Amateur calculation by Cognisa Ltd, for research purposes only",,Berry consumption studies
Anthocyanins,Female,228,,160,mg,Enhanced,"Amateur calculation by Cognisa Ltd, for research purposes only",,Berry consumption studies
Anthocyanins,Pregnant,228,,160,mg,Enhanced,"Amateur calculation by Cognisa Ltd, for research purposes only",,Berry consumption studies
Anthocyanins,Lactating,228,,160,mg,Enhanced,"Amateur calculation by Cognisa Ltd, for research purposes only",,Berry consumption studies
Bacillus coagulans,Male,228,,2×10^9,CFU,Enhanced,"Amateur calculation by Cognisa Ltd, for research purposes only",,Spore-forming probiotic
Bacillus coagulans,Female,228,,2×10^9,CFU,Enhanced,"Amateur calculation by Cognisa Ltd, for research purposes only",,Spore-forming probiotic
Bacillus coagulans,Pregnant,228,,2×10^9,CFU,Enhanced,"Amateur calculation by Cognisa Ltd, for research purposes only",,Spore-forming probiotic
Bacillus coagulans,Lactating,228,,2×10^9,CFU,Enhanced,"Amateur calculation by Cognisa Ltd, for research purposes only",,Spore-forming probiotic
Beta-Carotene,Male,228,,3,mg,Enhanced,"Amateur calculation by Cognisa Ltd, for research purposes only",,As provitamin A
Beta-Carotene,Female,228,,3,mg,Enhanced,"Amateur calculation by Cognisa Ltd, for research purposes only",,As provitamin A
Beta-Carotene,Pregnant,228,,3,mg,Enhanced,"Amateur calculation by Cognisa Ltd, for research purposes only",,As provitamin A
Beta-Carotene,Lactating,228,,3,mg,Enhanced,"Amateur calculation by Cognisa Ltd, for research purposes only",,As provitamin A
Beta-Glucans,Male,228,,3000,mg,Enhanced,"Amateur calculation by Cognisa Ltd, for research purposes only",,Immune and cholesterol studies
Beta-Glucans,Female,228,,3000,mg,Enhanced,"Amateur calculation by Cognisa Ltd, for research purposes only",,Immune and cholesterol studies
Beta-Glucans,Pregnant,228,,3000,mg,Enhanced,"Amateur calculation by Cognisa Ltd, for research purposes only",,Immune and cholesterol studies
Beta-Glucans,Lactating,228,,3000,mg,Enhanced,"Amateur calculation by Cognisa Ltd, for research purposes only",,Immune and cholesterol studies
Bifidobacterium bifidum,Male,228,,1×10^9,CFU,Enhanced,"Amateur calculation by Cognisa Ltd, for research purposes only",,Daily probiotic intake
Bifidobacterium bifidum,Female,228,,1×10^9,CFU,Enhanced,"Amateur calculation by Cognisa Ltd, for research purposes only",,Daily probiotic intake
Bifidobacterium bifidum,Pregnant,228,,1×10^9,CFU,Enhanced,"Amateur calculation by Cognisa Ltd, for research purposes only",,Daily probiotic intake
Bifidobacterium bifidum,Lactating,228,,1×10^9,CFU,Enhanced,"Amateur calculation by Cognisa Ltd, for research purposes only",,Daily probiotic intake
Vitamin B7,Male,228,,30,mcg,Enhanced,https://ods.od.nih.gov/factsheets/Biotin-HealthProfessional/,,*AI Deficiency rare except with consumption of raw eggs containing avidin
Vitamin B7,Female,228,,30,mcg,Enhanced,https://ods.od.nih.gov/factsheets/Biotin-HealthProfessional/,,*AI Deficiency rare except with consumption of raw eggs containing avidin
Vitamin B7,Pregnant,228,,30,mcg,Enhanced,https://ods.od.nih.gov/factsheets/Biotin-HealthProfessional/,,*AI Deficiency rare except with consumption of raw eggs containing avidin
Vitamin B7,Lactating,228,,35,mcg,Enhanced,https://ods.od.nih.gov/factsheets/Biotin-HealthProfessional/,,*AI Deficiency rare except with consumption of raw eggs containing avidin
Boron,Male,228,,1,mg,Enhanced,"Amateur calculation by Cognisa Ltd, for research purposes only",,Safe and adequate intake
Boron,Female,228,,1,mg,Enhanced,"Amateur calculation by Cognisa Ltd, for research purposes only",,Safe and adequate intake
Boron,Pregnant,228,,1,mg,Enhanced,"Amateur calculation by Cognisa Ltd, for research purposes only",,Safe and adequate intake
Boron,Lactating,228,,1,mg,Enhanced,"Amateur calculation by Cognisa Ltd, for research purposes only",,Safe and adequate intake
Calcium,Male,228,600,1000,mg,Enhanced,https://ods.od.nih.gov/factsheets/Calcium-HealthProfessional/,,Absorption requires adequate vitamin D. dairy products are primary sources
Calcium,Female,228,600,1000,mg,Enhanced,https://ods.od.nih.gov/factsheets/Calcium-HealthProfessional/,,Absorption requires adequate vitamin D. dairy products are primary sources
Calcium,Pregnant,228,600,1000,mg,Enhanced,https://ods.od.nih.gov/factsheets/Calcium-HealthProfessional/,,Absorption requires adequate vitamin D. dairy products are primary sources
Calcium,Lactating,228,600,1000,mg,Enhanced,https://ods.od.nih.gov/factsheets/Calcium-HealthProfessional/,,Absorption requires adequate vitamin D. dairy products are primary sources
Carnitine,Male,228,,2000,mg,Enhanced,"Amateur calculation by Cognisa Ltd, for research purposes only",,Energy metabolism
Carnitine,Female,228,,2000,mg,Enhanced,"Amateur calculation by Cognisa Ltd, for research purposes only",,Energy metabolism
Carnitine,Pregnant,228,,2000,mg,Enhanced,"Amateur calculation by Cognisa Ltd, for research purposes only",,Energy metabolism
Carnitine,Lactating,228,,2000,mg,Enhanced,"Amateur calculation by Cognisa Ltd, for research purposes only",,Energy metabolism
Chlorella,Male,228,,3000,mg,Enhanced,"Amateur calculation by Cognisa Ltd, for research purposes only",,Whole food supplement
Chlorella,Female,228,,3000,mg,Enhanced,"Amateur calculation by Cognisa Ltd, for research purposes only",,Whole food supplement
Chlorella,Pregnant,228,,3000,mg,Enhanced,"Amateur calculation by Cognisa Ltd, for research purposes only",,Whole food supplement
Chlorella,Lactating,228,,3000,mg,Enhanced,"Amateur calculation by Cognisa Ltd, for research purposes only",,Whole food supplement
Chloride,Male,228,600,2300,mg,Enhanced,https://www.nationalacademies.org/our-work/dietary-reference-intakes-for-energy-carbohydrate-fiber-fat-fatty-acids-cholesterol-protein-and-amino-acids,,*AI
Chloride,Female,228,600,2300,mg,Enhanced,https://www.nationalacademies.org/our-work/dietary-reference-intakes-for-energy-carbohydrate-fiber-fat-fatty-acids-cholesterol-protein-and-amino-acids,,*AI
Chloride,Pregnant,228,600,2300,mg,Enhanced,https://www.nationalacademies.org/our-work/dietary-reference-intakes-for-energy-carbohydrate-fiber-fat-fatty-acids-cholesterol-protein-and-amino-acids,,*AI
Chloride,Lactating,228,600,2300,mg,Enhanced,https://www.nationalacademies.org/our-work/dietary-reference-intakes-for-energy-carbohydrate-fiber-fat-fatty-acids-cholesterol-protein-and-amino-acids,,*AI
Chlorophyll,Male,228,,50,mg,Enhanced,"Amateur calculation by Cognisa Ltd, for research purposes only",,From green vegetables
Chlorophyll,Female,228,,50,mg,Enhanced,"Amateur calculation by Cognisa Ltd, for research purposes only",,From green vegetables
Chlorophyll,Pregnant,228,,50,mg,Enhanced,"Amateur calculation by Cognisa Ltd, for research purposes only",,From green vegetables
Chlorophyll,Lactating,228,,50,mg,Enhanced,"Amateur calculation by Cognisa Ltd, for research purposes only",,From green vegetables
